user,pos_item,neg_item
87,684,1187
87,55,321
87,82,90
87,566,1187
87,22,775
87,385,476
87,435,120
87,510,1188
87,89,201
87,230,401
87,188,598
87,568,321
87,685,1188
87,79,1187
87,273,321
87,121,1188
87,228,1187
87,161,775
87,405,1188
87,651,598
87,578,321
87,222,386
87,802,1187
87,1181,120
87,38,321
87,177,1188
87,554,1187
87,39,321
87,1183,1188
87,849,775
87,403,1187
87,808,598
87,62,1188
87,472,1079
87,679,386
87,233,321
87,27,120
87,128,120
87,229,1187
87,232,1188
87,1184,90
87,550,476
87,68,321
87,281,1187
87,2,1188
87,546,1188
87,449,201
87,231,321
87,810,1187
87,118,321
87,570,775
87,576,1187
87,1016,321
87,181,1079
87,50,386
87,515,598
87,127,120
87,252,1188
87,1089,1187
87,323,1188
87,254,321
87,535,90
87,1190,476
87,208,401
87,202,90
87,194,120
87,66,775
87,8,775
87,204,386
87,451,1079
87,648,775
87,70,775
87,216,775
87,382,201
87,209,401
87,33,1187
87,100,120
87,56,120
87,502,476
87,781,775
87,4,386
87,845,775
87,154,201
87,49,90
87,152,476
87,692,775
87,410,401
87,372,120
87,789,120
87,477,1079
87,1072,90
87,111,201
87,47,775
87,88,775
87,514,476
87,414,401
87,239,120
87,433,1079
87,367,90
87,94,201
87,732,90
87,153,120
87,167,476
87,393,775
87,238,120
87,274,775
87,13,386
87,186,321
87,871,401
87,801,1079
87,728,90
87,25,201
87,1049,401
87,709,775
87,211,120
87,1074,775
87,72,386
87,996,1079
87,944,120
87,63,120
87,1185,476
87,715,120
87,790,201
87,1186,775
87,40,775
87,702,775
87,1028,90
87,722,386
87,411,90
87,629,1079
87,765,775
87,1041,90
87,67,401
87,1118,476
87,585,775
87,926,201
87,824,401
87,1182,120
87,73,386
42,294,413
42,125,451
42,471,977
42,118,595
42,405,679
42,284,1048
42,742,977
42,1,658
42,15,658
42,282,977
42,924,521
42,281,977
42,926,131
42,273,595
42,546,977
42,274,131
42,237,1048
42,222,111
42,1049,1043
42,369,413
42,866,953
42,685,595
42,290,433
42,1028,367
42,925,977
42,456,1045
42,103,679
42,1040,367
42,280,111
42,1051,1043
42,409,953
42,411,1048
42,826,433
42,1047,953
42,934,413
42,756,131
42,491,276
42,98,977
42,64,977
42,174,1045
42,176,175
42,50,679
42,96,175
42,419,1043
42,172,679
42,173,679
42,95,658
42,568,977
42,181,679
42,194,1048
42,136,658
42,523,977
42,69,131
42,203,462
42,215,1043
42,185,559
42,82,175
42,132,679
42,97,276
42,12,977
42,603,521
42,606,462
42,228,1045
42,1050,413
42,87,1045
42,655,559
42,202,953
42,423,175
42,357,276
42,969,433
42,496,1043
42,318,1045
42,196,1048
42,168,413
42,427,977
42,692,131
42,183,559
42,566,977
42,204,1043
42,48,595
42,211,521
42,86,462
42,195,595
42,265,595
42,79,977
42,428,1048
42,58,953
42,83,131
42,684,977
42,443,559
42,234,276
42,588,413
42,418,1043
42,432,413
42,385,367
42,479,451
42,216,1048
42,736,462
42,28,521
42,239,658
42,143,1045
42,71,276
42,161,595
42,72,413
42,746,367
42,66,131
42,781,1048
42,729,175
42,501,1043
42,468,1045
42,99,679
42,732,367
42,467,521
42,794,276
42,755,595
42,88,131
42,660,462
42,939,559
42,73,433
42,380,1045
42,735,658
42,44,977
42,210,679
42,229,175
42,403,595
42,77,521
42,1046,977
42,404,1043
20,323,176
20,678,176
20,243,763
20,181,176
20,50,176
20,15,866
20,1,69
20,742,144
20,597,288
20,121,176
20,274,69
20,118,11
20,405,144
20,151,820
20,148,931
20,934,866
20,633,69
20,498,11
20,143,357
20,186,763
20,210,176
20,174,176
20,588,423
20,194,866
20,95,820
20,172,176
20,496,866
20,568,176
13,286,205
13,310,421
13,311,561
13,308,418
13,268,873
13,333,875
13,302,312
13,305,5
13,690,559
13,328,830
13,874,307
13,270,672
13,306,610
13,303,37
13,262,242
13,185,635
13,56,875
13,98,672
13,504,881
13,12,877
13,514,629
13,617,155
13,474,294
13,475,340
13,198,853
13,480,271
13,168,173
13,191,561
13,216,471
13,433,804
13,589,636
13,197,25
13,638,558
13,494,873
13,165,515
13,530,431
13,654,569
13,195,665
13,615,7
13,857,813
13,661,572
13,127,507
13,238,876
13,613,873
13,357,86
13,331,798
13,332,312
13,749,836
13,358,860
13,327,218
13,886,384
13,263,689
13,299,179
13,872,740
13,319,610
13,258,441
13,182,218
13,430,629
13,135,179
13,792,25
13,318,289
13,766,804
13,175,287
13,837,873
13,510,301
13,89,260
13,656,312
13,517,476
13,79,572
13,483,846
13,170,300
13,445,667
13,861,834
13,279,370
13,484,288
13,137,853
13,639,205
13,174,300
13,811,143
13,657,563
13,178,321
13,709,421
13,511,553
13,48,320
13,45,873
13,498,839
13,223,772
13,835,610
13,868,884
13,153,158
13,285,86
13,23,218
13,799,795
13,193,417
13,847,320
13,851,844
13,58,289
13,604,411
13,50,300
13,8,485
13,848,343
13,199,11
13,132,485
13,211,853
13,646,879
13,64,841
13,265,82
13,481,873
13,651,471
13,160,307
13,601,812
13,95,25
13,276,740
13,531,808
13,96,758
13,188,179
13,606,650
13,855,336
13,224,873
13,491,403
13,497,338
13,100,336
13,9,875
13,187,287
13,529,138
13,493,128
13,647,11
13,518,336
13,527,289
13,663,836
13,234,82
13,222,343
13,237,849
13,32,377
13,850,813
13,463,418
13,204,790
13,612,839
13,181,300
13,519,78
13,482,764
13,172,300
13,789,877
13,228,554
13,505,564
13,522,394
13,59,777
13,806,336
13,508,53
13,116,411
13,176,665
13,210,431
13,462,553
13,22,289
13,863,205
13,1,625
13,157,53
13,200,569
13,196,25
13,568,398
13,317,86
13,492,507
13,61,873
13,215,418
13,443,441
13,150,759
13,428,873
13,111,884
13,467,287
13,525,312
13,631,559
13,208,382
13,747,763
13,735,471
13,673,218
13,70,873
13,509,143
13,506,852
13,339,875
13,754,689
13,748,29
13,678,572
13,326,804
13,322,774
13,323,424
13,883,873
13,264,854
13,292,405
13,887,788
13,360,312
13,243,901
13,880,242
13,526,828
13,110,78
13,180,860
13,109,668
13,209,382
13,4,301
13,523,384
13,154,67
13,659,24
13,762,780
13,435,558
13,716,5
13,42,235
13,152,476
13,821,873
13,455,128
13,865,5
13,202,410
13,194,844
13,805,476
13,414,401
13,502,819
13,367,877
13,652,300
13,73,798
13,66,846
13,88,873
13,516,417
13,845,242
13,163,629
13,787,340
13,13,413
13,732,819
13,393,235
13,167,476
13,692,235
13,791,842
13,396,833
13,869,873
13,72,294
13,239,689
13,290,871
13,866,398
13,585,819
13,818,138
13,793,394
13,712,804
13,90,764
13,409,25
13,785,836
13,864,790
13,94,804
13,671,145
13,164,776
13,573,767
13,674,773
13,670,767
13,675,567
13,444,565
13,452,453
13,769,541
13,190,561
13,144,7
13,686,312
13,177,636
13,92,804
13,870,844
13,183,665
13,684,300
13,147,321
13,273,405
13,385,687
13,566,300
13,241,300
13,230,225
13,121,82
13,770,53
13,118,173
13,39,53
13,570,453
13,33,17
13,809,17
13,231,403
13,685,841
13,227,271
13,679,650
13,597,833
13,233,841
13,2,405
13,229,554
13,226,7
13,550,813
13,546,802
13,68,379
13,161,849
13,823,218
13,62,636
13,27,301
13,38,774
13,578,877
13,720,431
13,281,890
13,363,881
13,761,774
13,576,405
13,810,431
13,117,431
13,803,418
13,391,665
13,779,405
13,586,876
13,472,271
13,797,758
13,827,300
13,829,158
13,831,636
13,449,563
13,826,78
13,540,410
13,771,271
13,450,541
13,432,225
13,71,338
13,99,91
13,420,418
13,596,91
13,624,225
13,768,894
13,501,812
13,473,91
13,548,78
13,820,625
13,588,91
13,427,547
13,28,873
13,87,808
13,419,143
13,423,82
13,757,812
13,416,812
13,621,828
13,477,184
13,404,225
13,755,29
13,21,798
13,862,901
13,843,413
57,288,264
57,294,844
57,243,240
57,678,831
57,321,1094
57,748,472
57,271,472
57,323,252
57,245,844
57,988,826
57,682,760
57,50,472
57,7,825
57,471,475
57,284,1094
57,237,844
57,125,475
57,282,1094
57,248,826
57,15,475
57,250,240
57,845,844
57,109,264
57,126,475
57,298,831
57,181,472
57,1093,1001
57,410,1001
57,597,252
57,281,831
57,1028,240
57,1059,1094
57,121,252
57,24,826
57,405,831
57,546,760
57,864,1001
57,117,252
57,871,240
57,151,240
57,932,826
57,409,844
57,477,1001
57,111,825
57,1047,264
57,411,760
57,249,826
57,833,1094
57,1016,825
57,756,1001
57,1011,844
57,926,240
57,866,1094
57,473,240
57,1096,844
57,717,760
57,476,826
57,975,844
57,105,1001
57,820,240
57,225,240
57,456,826
57,194,1094
57,204,831
57,8,1094
57,28,475
57,1071,1001
57,710,826
57,42,1001
57,168,472
57,496,475
57,144,825
57,173,472
57,195,252
223,288,258
223,1234,411
223,333,1009
223,300,118
223,309,619
223,313,286
223,332,930
223,682,323
223,294,411
223,322,321
223,259,826
223,328,405
223,984,323
223,749,284
223,243,908
223,873,284
223,339,329
223,125,846
223,121,252
223,1,249
223,276,286
223,255,284
223,295,977
223,117,405
223,742,248
223,298,321
223,1197,284
223,597,1284
223,282,1150
223,591,619
223,237,284
223,1016,329
223,845,284
223,596,289
223,111,25
223,926,369
223,535,411
223,993,249
223,409,25
223,278,1009
223,866,1052
223,1051,25
223,1014,908
223,929,284
223,257,826
223,763,248
223,864,248
223,274,284
223,546,977
223,477,1052
223,225,249
223,756,411
223,1088,369
223,476,908
223,820,826
223,819,369
223,1291,248
189,9,120
189,100,914
189,14,934
189,50,405
189,127,120
189,297,313
189,181,21
189,246,618
189,124,914
189,532,120
189,253,15
189,847,118
189,1,820
189,248,186
189,275,313
189,294,934
189,13,934
189,1315,618
189,24,405
189,742,281
189,1115,516
189,7,121
189,283,516
189,276,313
189,1060,118
189,16,105
189,10,15
189,129,281
189,151,820
189,596,15
189,137,618
189,1372,914
189,20,313
189,473,820
189,815,516
189,459,209
189,952,21
189,1117,618
189,225,820
189,274,618
189,990,313
189,751,405
189,268,934
189,1056,121
189,479,618
189,657,914
189,174,21
189,173,118
189,59,914
189,318,15
189,178,120
189,176,121
189,474,105
189,603,405
189,134,914
189,505,186
189,199,618
189,56,120
189,483,313
189,197,516
189,480,281
189,654,914
189,531,15
189,527,118
189,511,118
189,638,120
189,520,118
189,1154,914
189,170,934
189,496,934
189,234,15
189,191,516
189,185,405
189,652,15
189,194,120
189,489,313
189,216,209
189,179,120
189,1065,209
189,79,186
189,175,121
189,1098,105
189,634,21
189,492,516
189,517,934
189,136,516
189,165,118
189,135,121
189,656,914
189,487,105
189,661,405
189,705,209
189,523,120
189,499,313
189,89,121
189,632,618
189,83,934
189,198,281
189,204,21
189,166,405
189,1020,120
189,855,405
189,45,516
189,238,186
189,172,281
189,91,820
189,99,820
189,1400,313
189,485,15
189,8,934
189,131,618
189,4,186
189,792,186
189,462,313
189,180,118
189,663,516
189,133,618
189,498,118
189,60,15
189,659,186
189,423,121
189,61,934
189,647,118
189,317,15
189,513,405
189,157,914
189,132,21
189,639,516
189,501,820
189,1403,934
189,203,313
189,694,618
189,525,914
189,241,118
189,96,121
92,628,1213
92,25,934
92,50,450
92,475,118
92,9,147
92,15,155
92,411,1047
92,273,161
92,117,405
92,925,120
92,116,220
92,276,370
92,100,1213
92,591,761
92,237,161
92,235,145
92,471,1210
92,24,455
92,619,295
92,825,758
92,926,240
92,410,540
92,106,452
92,121,82
92,294,123
92,685,295
92,225,102
92,515,148
92,111,257
92,289,318
92,582,155
92,12,597
92,98,1213
92,209,412
92,195,597
92,135,227
92,89,931
92,176,554
92,963,295
92,171,120
92,180,678
92,198,977
92,191,318
92,28,118
92,504,546
92,179,771
92,169,820
92,22,318
92,531,1214
92,707,922
92,855,1016
92,69,709
92,79,678
92,727,1214
92,789,540
92,651,934
92,172,450
92,1073,546
92,56,546
92,48,501
92,32,243
92,11,452
92,428,284
92,189,101
92,210,82
92,64,147
92,474,1209
92,527,318
92,175,678
92,640,370
92,518,1213
92,153,120
92,95,240
92,42,80
92,949,220
92,385,118
92,2,576
92,68,922
92,203,922
92,223,295
92,168,998
92,731,709
92,418,383
92,1018,120
92,202,1047
92,692,123
92,58,318
92,182,761
92,228,227
92,216,575
92,46,1037
92,204,123
92,663,1213
92,143,596
92,186,540
92,65,761
92,183,1157
92,157,977
92,160,147
92,115,1214
92,239,120
92,737,284
92,660,501
92,238,383
92,8,257
92,627,554
92,201,123
92,174,82
92,403,271
92,581,1213
92,4,546
92,196,1209
92,193,453
92,55,977
92,234,452
92,31,161
92,658,1037
92,708,220
92,5,551
92,1194,147
92,367,739
92,655,148
92,436,123
92,421,709
92,568,771
92,77,405
92,433,1028
92,47,922
92,214,101
92,233,802
92,231,761
92,396,1016
92,794,120
92,92,161
92,218,1016
92,823,597
92,71,596
92,219,834
92,642,370
92,81,934
92,947,148
92,241,118
92,423,82
92,96,597
92,702,284
92,755,826
92,230,227
92,212,155
92,156,1213
92,735,934
92,747,406
92,40,155
92,164,271
92,229,227
92,715,120
92,208,1209
92,382,108
92,88,1209
92,53,540
92,673,1016
92,712,1037
92,215,678
92,39,318
92,73,455
92,684,370
92,173,118
92,167,120
92,463,501
92,134,597
92,54,284
92,29,257
92,729,318
92,217,931
92,265,82
92,38,977
92,528,370
92,154,412
92,631,220
92,566,147
92,72,383
92,955,709
92,672,453
92,451,998
92,431,450
92,91,101
92,785,739
92,559,452
92,587,761
92,62,295
92,679,101
92,393,243
92,780,820
92,1,243
92,159,148
92,144,758
92,961,1214
92,778,922
92,466,1213
92,199,452
92,200,1214
92,636,295
92,704,220
92,132,257
92,66,709
92,51,161
92,281,576
92,85,120
92,561,370
92,449,227
92,1208,147
92,1046,551
92,732,1028
92,94,575
92,425,1037
92,720,739
92,402,155
92,356,678
92,620,977
92,43,148
92,521,761
92,226,576
92,558,1214
92,800,1157
92,674,834
92,665,761
92,44,597
92,552,145
92,1042,977
92,1090,977
92,583,147
92,1207,1213
92,376,102
92,49,1028
92,67,80
92,63,243
92,1074,284
92,122,934
92,401,412
92,783,1047
92,728,1047
92,722,998
92,790,826
92,781,220
92,577,1047
92,1041,575
92,364,240
92,386,257
254,313,457
254,323,259
254,678,29
254,892,624
254,181,29
254,50,29
254,15,214
254,222,343
254,257,386
254,405,1470
254,136,138
254,265,259
254,174,1470
254,135,168
254,612,679
254,69,610
254,496,432
254,132,112
254,186,436
254,64,649
254,172,29
254,211,138
254,435,649
254,199,35
254,504,163
254,498,457
254,967,35
254,210,29
254,98,649
254,419,629
254,655,457
254,121,665
254,28,35
254,196,138
254,230,151
254,204,386
254,1060,457
254,357,1263
254,200,616
254,228,665
254,526,35
254,1050,843
254,162,214
254,143,457
254,183,665
254,416,35
254,234,457
254,71,151
254,82,548
254,164,35
254,176,665
254,423,573
254,141,665
254,418,432
254,465,457
254,238,163
254,699,35
254,133,451
254,125,451
254,241,259
254,99,432
254,584,843
254,417,168
254,1116,1470
254,755,112
254,393,624
254,443,379
254,188,1263
254,588,432
254,448,616
254,625,151
254,389,457
254,596,214
254,1469,548
254,102,624
254,62,259
254,378,843
254,472,29
254,380,1470
254,142,151
254,21,259
254,229,1470
254,951,214
254,231,259
254,167,1028
254,227,1470
254,621,112
254,768,843
254,1033,548
254,542,214
254,118,138
254,449,343
254,561,649
254,78,35
254,415,624
254,1444,163
293,313,660
293,346,282
293,302,282
293,258,619
293,751,405
293,272,300
293,303,347
293,286,283
293,245,300
293,288,328
293,264,931
293,316,284
293,895,411
293,315,325
293,127,696
293,285,125
293,137,815
293,124,77
293,25,877
293,275,148
293,117,720
293,237,161
293,591,291
293,181,300
293,251,845
293,100,325
293,15,712
293,293,696
293,298,546
293,129,742
293,150,468
293,222,111
293,1017,461
293,250,300
293,471,31
293,273,161
293,151,1
293,14,66
293,248,186
293,628,347
293,460,619
293,1048,712
293,297,678
293,7,175
293,544,1161
293,255,739
293,1011,1016
293,235,230
293,685,233
293,1226,175
293,121,252
293,249,257
293,824,410
293,831,62
293,866,125
293,122,294
293,1132,257
293,132,679
293,182,218
293,483,955
293,684,291
293,209,658
293,64,627
293,96,226
293,50,300
293,166,322
293,173,91
293,135,227
293,56,546
293,1264,461
293,657,1248
293,89,931
293,199,924
293,192,941
293,1333,147
293,172,300
293,655,924
293,134,77
293,531,155
293,12,789
293,507,933
293,210,252
293,474,240
293,480,380
293,856,781
293,510,31
293,152,411
293,430,290
293,168,290
293,8,845
293,504,291
293,357,559
293,647,232
293,654,77
293,157,125
293,144,226
293,48,468
293,22,283
293,462,1119
293,185,1046
293,496,402
293,651,627
293,187,218
293,23,218
293,179,1220
293,603,328
293,97,627
293,98,729
293,11,148
293,479,1046
293,174,252
293,491,748
293,425,461
293,509,468
293,156,933
293,485,939
293,153,290
293,216,781
293,513,328
293,223,371
293,193,291
293,165,1229
293,196,955
293,204,230
293,79,678
293,133,284
293,194,158
293,429,660
293,1298,1057
293,423,252
293,28,1
293,92,161
293,208,66
293,492,322
293,55,147
293,482,367
293,653,232
293,195,227
293,183,931
293,198,322
293,558,1248
293,638,1220
293,317,468
293,265,810
293,177,371
293,497,1041
293,484,380
293,646,280
293,215,678
293,467,347
293,521,924
293,427,325
293,188,815
293,228,227
293,45,283
293,445,931
293,705,1057
293,211,941
293,501,91
293,469,658
293,514,367
293,99,91
293,82,252
293,180,125
293,506,559
293,143,468
293,502,455
293,632,371
293,435,282
293,238,877
293,518,325
293,4,742
293,568,282
293,202,410
293,528,280
293,432,91
293,732,781
293,663,845
293,176,62
293,582,461
293,81,294
293,421,1119
293,636,62
293,414,820
293,69,1
293,5,77
293,164,627
293,527,280
293,463,402
293,770,325
293,466,282
293,200,559
293,1101,257
293,589,73
293,419,294
293,234,712
293,649,175
293,956,240
293,746,748
293,588,91
293,693,218
293,443,660
293,203,291
293,39,17
293,642,696
293,76,405
293,1286,658
293,686,291
293,403,426
293,213,155
293,71,820
293,393,284
293,85,789
293,464,815
293,65,939
293,1267,17
222,302,160
222,258,597
222,268,815
222,328,363
222,300,250
222,294,395
222,333,717
222,326,716
222,323,552
222,678,252
222,100,81
222,181,472
222,7,250
222,50,541
222,1,225
222,9,363
222,282,38
222,117,1089
222,475,934
222,298,833
222,508,191
222,293,160
222,257,386
222,455,240
222,25,410
222,237,815
222,15,234
222,222,270
222,546,363
222,284,716
222,628,1066
222,248,1291
222,845,261
222,762,715
222,1016,363
222,276,278
222,405,426
222,742,363
222,246,815
222,24,396
222,147,38
222,596,1066
222,476,819
222,118,1089
222,125,133
222,111,1078
222,620,160
222,829,810
222,619,160
222,756,1336
222,121,252
222,245,38
222,12,160
222,98,672
222,642,717
222,159,375
222,209,412
222,11,457
222,806,270
222,183,665
222,223,772
222,135,250
222,48,468
222,770,934
222,168,132
222,200,569
222,238,81
222,241,231
222,175,250
222,97,972
222,96,597
222,89,270
222,164,946
222,180,358
222,176,665
222,70,364
222,150,468
222,470,946
222,228,252
222,591,160
222,202,410
222,79,233
222,318,465
222,174,252
222,724,278
222,157,8
222,73,102
222,193,472
222,56,715
222,230,422
222,99,501
222,151,142
222,195,597
222,655,542
222,939,278
222,161,1419
222,265,810
222,869,388
222,69,716
222,204,623
222,692,815
222,28,1066
222,218,17
222,153,833
222,144,250
222,82,252
222,31,934
222,214,418
222,95,422
222,58,191
222,87,465
222,92,278
222,216,716
222,399,541
222,662,452
222,738,815
222,26,716
222,173,91
222,172,472
222,196,270
222,527,465
222,54,234
222,64,81
222,746,367
222,949,815
222,71,1066
222,1267,17
222,627,278
222,22,191
222,72,395
222,88,716
222,366,569
222,732,819
222,755,247
222,215,418
222,403,231
222,568,1089
222,49,81
222,101,473
222,448,145
222,167,90
222,77,441
222,62,946
222,67,364
222,670,145
222,423,252
222,796,783
222,63,378
222,154,419
222,156,17
222,66,1035
222,2,426
222,4,386
222,385,597
222,1439,133
222,232,80
222,393,261
222,636,552
222,549,191
222,735,934
222,540,410
222,654,569
222,53,17
222,155,133
222,109,577
222,158,364
222,227,250
222,186,388
222,651,934
222,1220,715
222,559,278
222,729,1218
222,229,250
222,210,252
222,436,388
222,840,231
222,239,715
222,188,506
222,1284,160
222,693,38
222,1042,38
222,280,191
222,380,247
222,29,364
222,356,160
222,281,810
222,550,1078
222,219,637
222,825,270
222,1440,468
222,365,441
222,723,819
222,722,386
222,521,35
222,94,1291
222,449,250
222,739,367
222,451,1079
222,402,717
222,566,1089
222,226,250
222,411,388
222,1145,972
222,1139,396
222,580,529
222,944,934
222,271,472
222,689,250
222,182,715
222,208,395
11,286,521
11,750,717
11,268,517
11,258,597
11,690,11
11,332,12
11,749,710
11,350,120
11,300,751
11,752,743
11,301,395
11,312,12
11,259,748
11,100,717
11,222,260
11,121,720
11,123,57
11,741,120
11,291,597
11,742,751
11,370,517
11,9,120
11,508,180
11,237,517
11,744,717
11,713,517
11,740,517
11,15,521
11,125,451
11,544,12
11,277,260
11,107,451
11,718,324
11,109,260
11,25,90
11,111,324
11,455,748
11,290,710
11,405,751
11,24,743
11,423,260
11,317,11
11,190,597
11,318,180
11,558,120
11,714,517
11,22,521
11,28,11
11,357,180
11,191,717
11,196,120
11,69,517
11,434,720
11,662,517
11,427,12
11,97,11
11,425,120
11,735,597
11,727,521
11,527,180
11,135,395
11,429,260
11,730,12
11,83,517
11,52,120
11,215,57
11,646,90
11,699,12
11,733,517
11,175,521
11,86,517
11,724,517
11,47,120
11,660,717
11,382,710
11,70,517
11,732,90
11,58,597
11,549,748
11,239,120
11,729,11
11,723,120
11,402,720
11,715,120
11,365,597
11,731,517
11,737,517
11,29,748
11,526,11
11,194,120
11,659,120
11,204,395
11,173,395
11,524,180
11,56,12
11,168,395
11,216,517
11,8,120
11,372,120
11,435,12
11,652,120
11,692,180
11,88,517
11,211,521
11,433,710
11,746,748
11,238,120
11,428,517
11,208,395
11,430,395
11,663,120
11,42,90
11,367,710
11,716,517
11,580,120
11,393,120
11,399,720
11,721,90
11,719,710
11,40,517
11,386,743
11,94,90
11,401,710
11,738,12
11,745,395
11,110,751
11,722,90
279,321,1151
279,288,219
279,13,294
279,408,222
279,275,70
279,100,547
279,151,1239
279,248,577
279,250,554
279,24,122
279,25,393
279,257,29
279,1,28
279,10,671
279,515,234
279,411,294
279,1028,428
279,154,1336
279,432,1336
279,47,65
279,491,489
279,168,172
279,128,273
279,175,273
279,4,284
279,173,294
279,79,172
279,509,22
279,283,22
279,952,854
279,926,1266
279,274,131
279,16,1195
279,236,1487
279,864,577
279,741,577
279,1017,66
279,290,41
279,546,1025
279,456,1402
279,762,88
279,147,1239
279,117,193
279,977,1250
279,1034,231
279,105,577
279,833,41
279,871,739
279,826,1402
279,824,1048
279,21,1239
279,823,591
279,597,12
279,407,1402
279,763,41
279,760,1215
279,412,368
279,121,554
279,1291,577
279,1011,129
279,982,44
279,1093,1095
279,1496,845
279,1012,87
279,181,172
279,1244,120
279,32,644
279,425,64
279,56,532
279,17,1151
279,654,978
279,61,1493
279,156,1486
279,789,12
279,482,116
279,1500,1242
279,174,172
279,461,1037
279,214,662
279,169,1185
279,89,222
279,40,122
279,429,44
279,558,534
279,514,428
279,1110,1185
279,68,827
279,190,87
279,1484,1095
279,202,1247
279,719,854
279,33,1025
279,132,374
279,969,1266
279,501,393
279,42,70
279,529,65
279,792,129
279,59,990
279,209,845
279,480,489
279,385,122
279,186,577
279,211,753
279,31,203
279,1070,1195
279,702,1487
279,367,739
279,462,146
279,1035,66
279,95,393
279,73,1239
279,486,131
279,464,88
279,1121,30
279,372,1048
279,465,87
279,709,284
279,746,368
279,165,146
279,502,120
279,60,591
279,62,554
279,431,29
279,207,146
279,663,428
279,239,120
279,67,294
279,176,554
279,96,1215
279,208,66
279,1118,284
279,195,1151
279,401,1493
279,398,374
279,712,1048
279,449,554
279,638,146
279,167,120
279,576,827
279,170,180
279,649,273
279,721,116
279,233,1025
279,384,1095
279,1490,375
279,382,845
279,27,1250
279,946,28
279,2,403
279,163,44
279,63,393
279,158,1486
279,1444,1336
279,630,131
279,636,1215
279,566,172
279,1305,1402
279,660,978
279,1231,1025
279,802,1025
279,759,193
279,862,88
279,80,1239
279,391,1402
279,399,990
279,998,534
279,1481,1037
279,781,70
279,1274,1250
279,1181,1151
279,725,739
279,780,122
279,971,1501
279,396,129
279,90,1195
279,728,1239
279,1000,203
279,843,1336
279,415,1336
279,1162,1242
279,1209,88
279,1480,1336
279,1182,129
279,379,29
279,1413,1402
279,265,193
279,395,294
279,444,671
279,1030,393
279,373,827
279,388,273
279,1488,662
279,1271,739
279,81,64
279,418,662
279,191,22
279,624,393
279,740,990
279,831,554
279,1219,1239
279,804,120
279,797,1215
279,390,845
279,1178,374
279,472,827
279,455,1402
279,976,1215
279,242,845
279,659,1095
279,1088,854
279,204,854
279,83,116
279,301,29
279,571,1250
279,189,234
279,1224,1266
279,210,172
279,625,1239
279,124,591
279,1361,1487
279,779,231
279,470,273
279,1485,547
279,687,1185
279,249,1402
279,291,203
279,114,1493
279,1007,368
279,578,827
279,166,532
279,841,64
279,517,428
279,254,403
279,805,12
279,945,131
279,732,1239
279,1032,1336
279,556,644
279,684,203
279,144,1025
279,550,222
279,226,1239
279,109,854
279,433,1242
279,832,1336
279,342,66
279,1039,753
279,541,29
279,890,29
279,152,854
279,1001,1402
279,224,70
279,198,1151
279,751,234
279,259,122
279,901,374
279,1411,294
279,679,172
279,685,1025
279,469,1037
279,216,1195
279,820,1402
279,1206,1487
279,137,1493
279,713,534
279,405,273
279,1376,120
279,150,1266
279,764,1048
279,1492,662
279,1205,146
279,1428,180
279,1113,44
279,1321,28
145,300,727
145,258,460
145,242,934
145,286,212
145,299,933
145,327,628
145,688,1033
145,260,800
145,259,1279
145,294,411
145,680,890
145,328,1217
145,293,558
145,111,1212
145,1012,1289
145,273,628
145,515,924
145,7,226
145,100,974
145,13,1283
145,181,890
145,235,692
145,237,737
145,282,974
145,410,25
145,993,728
145,713,59
145,742,1217
145,106,9
145,117,298
145,150,236
145,406,800
145,118,898
145,240,820
145,1047,411
145,274,1289
145,249,826
145,109,590
145,257,121
145,405,769
145,546,298
145,925,1212
145,763,892
145,926,1057
145,472,827
145,685,62
145,544,53
145,1245,770
145,823,770
145,696,15
145,597,1009
145,825,760
145,1132,894
145,3,1292
145,1028,1283
145,1001,687
145,363,9
145,620,9
145,79,678
145,176,121
145,185,333
145,39,53
145,156,933
145,56,298
145,23,558
145,98,628
145,31,934
145,164,974
145,203,1290
145,234,15
145,1073,1217
145,55,877
145,603,333
145,183,590
145,566,678
145,642,460
145,943,628
145,939,628
145,636,62
145,265,1279
145,431,890
145,17,53
145,44,454
145,789,877
145,1248,770
145,1208,298
145,1273,226
145,5,333
145,1077,1217
145,554,898
145,379,800
145,159,333
145,470,62
145,356,9
145,673,628
145,281,826
145,77,333
145,635,800
145,173,901
145,949,737
145,97,898
145,202,739
145,216,692
145,553,740
145,51,559
145,66,1289
145,549,304
145,732,728
145,796,756
145,731,1051
145,821,737
145,88,692
145,278,559
145,762,1289
145,49,1283
145,869,737
145,738,692
145,1041,1023
145,22,727
145,11,924
145,650,308
145,684,827
145,393,1033
145,358,1087
145,301,121
145,690,559
145,879,226
145,266,890
145,1025,460
145,200,460
145,436,105
145,218,628
145,448,800
145,217,767
145,816,767
145,569,460
145,674,800
145,219,767
145,447,590
145,665,678
145,563,590
145,413,477
145,302,770
145,331,737
145,269,929
145,270,760
145,682,333
145,683,1212
145,591,769
145,928,308
145,123,1033
145,979,276
145,977,933
145,754,974
145,339,298
145,343,892
145,342,877
145,338,901
145,1,820
145,652,15
145,89,760
145,172,890
145,69,1033
145,486,1289
145,209,692
145,134,1009
145,174,1279
145,96,728
145,195,728
145,64,558
145,42,1102
145,510,826
145,238,298
145,443,59
145,637,559
145,672,983
145,452,304
145,859,800
145,761,933
145,12,877
145,250,226
145,346,974
90,258,69
90,904,875
90,340,454
90,272,1005
90,300,259
90,313,1137
90,896,1206
